name,series,core,fpu,package,defines,ram_address,ram_size,ram_end,rom_address,rom_size,rom_end
STM32F401VDHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F401VDHx;STM32F401xE,0x20000000,0x18000,0x20018000,0x08000000,0x60000,0x08060000
STM32F401VEHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F401VEHx;STM32F401xE,0x20000000,0x18000,0x20018000,0x08000000,0x80000,0x08080000
STM32F401VDTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F401VDTx;STM32F401xE,0x20000000,0x18000,0x20018000,0x08000000,0x60000,0x08060000
STM32F401VETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F401VETx;STM32F401xE,0x20000000,0x18000,0x20018000,0x08000000,0x80000,0x08080000
STM32F405OEYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP90,STM32;STM32F4;STM32F405OEYx;STM32F405xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F405OGYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP90,STM32;STM32F4;STM32F405OGYx;STM32F405xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F405RGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F405RGTx;STM32F405xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F405VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F405VGTx;STM32F405xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F405ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F405ZGTx;STM32F405xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F415OGYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP90,STM32;STM32F4;STM32F415OGYx;STM32F415xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F415RGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F415RGTx;STM32F415xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F415VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F415VGTx;STM32F415xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F415ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F415ZGTx;STM32F415xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F407IEHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F407IEHx;STM32F407xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F407IGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F407IGHx;STM32F407xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F407IETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F407IETx;STM32F407xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F407IGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F407IGTx;STM32F407xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F407VETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F407VETx;STM32F407xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F407VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F407VGTx;STM32F407xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F407ZETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F407ZETx;STM32F407xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F407ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F407ZGTx;STM32F407xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F417IEHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F417IEHx;STM32F417xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F417IGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F417IGHx;STM32F417xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F417IETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F417IETx;STM32F417xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F417IGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F417IGTx;STM32F417xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F417VETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F417VETx;STM32F417xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F417VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F417VGTx;STM32F417xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F417ZETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F417ZETx;STM32F417xx,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F417ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F417ZGTx;STM32F417xx,0x20000000,0x20000,0x20020000,0x08000000,0x100000,0x08100000
STM32F410C8Tx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP48,STM32;STM32F4;STM32F410C8Tx;STM32F410Cx,0x20000000,0x8000,0x20008000,0x08000000,0x10000,0x08010000
STM32F410CBTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP48,STM32;STM32F4;STM32F410CBTx;STM32F410Cx,0x20000000,0x8000,0x20008000,0x08000000,0x20000,0x08020000
STM32F410C8Ux,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F410C8Ux;STM32F410Cx,0x20000000,0x8000,0x20008000,0x08000000,0x10000,0x08010000
STM32F410CBUx,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F410CBUx;STM32F410Cx,0x20000000,0x8000,0x20008000,0x08000000,0x20000,0x08020000
STM32F410R8Ix,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA64,STM32;STM32F4;STM32F410R8Ix;STM32F410Rx,0x20000000,0x8000,0x20008000,0x08000000,0x10000,0x08010000
STM32F410RBIx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA64,STM32;STM32F4;STM32F410RBIx;STM32F410Rx,0x20000000,0x8000,0x20008000,0x08000000,0x20000,0x08020000
STM32F410R8Tx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F410R8Tx;STM32F410Rx,0x20000000,0x8000,0x20008000,0x08000000,0x10000,0x08010000
STM32F410RBTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F410RBTx;STM32F410Rx,0x20000000,0x8000,0x20008000,0x08000000,0x20000,0x08020000
STM32F410T8Yx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP36,STM32;STM32F4;STM32F410T8Yx;STM32F410Tx,0x20000000,0x8000,0x20008000,0x08000000,0x10000,0x08010000
STM32F410TBYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP36,STM32;STM32F4;STM32F410TBYx;STM32F410Tx,0x20000000,0x8000,0x20008000,0x08000000,0x20000,0x08020000
STM32F411CCUx,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F411CCUx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x40000,0x08040000
STM32F411CEUx,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F411CEUx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F411CCYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP49,STM32;STM32F4;STM32F411CCYx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x40000,0x08040000
STM32F411CEYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP49,STM32;STM32F4;STM32F411CEYx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F411RCTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F411RCTx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x40000,0x08040000
STM32F411RETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F411RETx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F411VCHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F411VCHx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x40000,0x08040000
STM32F411VEHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F411VEHx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F411VCTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F411VCTx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x40000,0x08040000
STM32F411VETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F411VETx;STM32F411xE,0x20000000,0x20000,0x20020000,0x08000000,0x80000,0x08080000
STM32F412CEUx,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F412CEUx;STM32F412Cx,0x20000000,0x40000,0x20040000,0x08000000,0x80000,0x08080000
STM32F412CGUx,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F412CGUx;STM32F412Cx,0x20000000,0x40000,0x20040000,0x08000000,0x100000,0x08100000
STM32F412RETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F412RETx;STM32F412Rx,0x20000000,0x40000,0x20040000,0x08000000,0x80000,0x08080000
STM32F412RGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F412RGTx;STM32F412Rx,0x20000000,0x40000,0x20040000,0x08000000,0x100000,0x08100000
STM32F412REYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP64,STM32;STM32F4;STM32F412REYx;STM32F412Rx,0x20000000,0x40000,0x20040000,0x08000000,0x80000,0x08080000
STM32F412RGYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP64,STM32;STM32F4;STM32F412RGYx;STM32F412Rx,0x20000000,0x40000,0x20040000,0x08000000,0x100000,0x08100000
STM32F412REYxP,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP64,STM32;STM32F4;STM32F412REYxP;STM32F412Rx,0x20000000,0x40000,0x20040000,0x08000000,0x80000,0x08080000
STM32F412RGYxP,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP64,STM32;STM32F4;STM32F412RGYxP;STM32F412Rx,0x20000000,0x40000,0x20040000,0x08000000,0x100000,0x08100000
STM32F412VEHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F412VEHx;STM32F412Vx,0x20000000,0x40000,0x20040000,0x08000000,0x80000,0x08080000
STM32F412VGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F412VGHx;STM32F412Vx,0x20000000,0x40000,0x20040000,0x08000000,0x100000,0x08100000
STM32F412VETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F412VETx;STM32F412Vx,0x20000000,0x40000,0x20040000,0x08000000,0x80000,0x08080000
STM32F412VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F412VGTx;STM32F412Vx,0x20000000,0x40000,0x20040000,0x08000000,0x100000,0x08100000
STM32F412ZEJx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA144,STM32;STM32F4;STM32F412ZEJx;STM32F412Zx,0x20000000,0x40000,0x20040000,0x08000000,0x80000,0x08080000
STM32F412ZGJx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA144,STM32;STM32F4;STM32F412ZGJx;STM32F412Zx,0x20000000,0x40000,0x20040000,0x08000000,0x100000,0x08100000
STM32F412ZETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F412ZETx;STM32F412Zx,0x20000000,0x40000,0x20040000,0x08000000,0x80000,0x08080000
STM32F412ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F412ZGTx;STM32F412Zx,0x20000000,0x40000,0x20040000,0x08000000,0x100000,0x08100000
STM32F413CGUx,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F413CGUx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x100000,0x08100000
STM32F413CHUx,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F413CHUx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F413MGYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP81,STM32;STM32F4;STM32F413MGYx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x100000,0x08100000
STM32F413MHYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP81,STM32;STM32F4;STM32F413MHYx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F413RGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F413RGTx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x100000,0x08100000
STM32F413RHTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F413RHTx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F413VGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F413VGHx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x100000,0x08100000
STM32F413VHHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F413VHHx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F413VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F413VGTx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x100000,0x08100000
STM32F413VHTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F413VHTx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F413ZGJx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA144,STM32;STM32F4;STM32F413ZGJx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x100000,0x08100000
STM32F413ZHJx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA144,STM32;STM32F4;STM32F413ZHJx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F413ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F413ZGTx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x100000,0x08100000
STM32F413ZHTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F413ZHTx;STM32F413xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F423CHUx,stm32f4,cortex-m4,fpv4-sp-d16,UFQFPN48,STM32;STM32F4;STM32F423CHUx;STM32F423xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F423MHYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP81,STM32;STM32F4;STM32F423MHYx;STM32F423xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F423RHTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP64,STM32;STM32F4;STM32F423RHTx;STM32F423xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F423VHHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA100,STM32;STM32F4;STM32F423VHHx;STM32F423xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F423VHTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F423VHTx;STM32F423xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F423ZHJx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA144,STM32;STM32F4;STM32F423ZHJx;STM32F423xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F423ZHTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F423ZHTx;STM32F423xx,0x20000000,0x50000,0x20050000,0x08000000,0x180000,0x08180000
STM32F427AGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA169,STM32;STM32F4;STM32F427AGHx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F427AIHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA169,STM32;STM32F4;STM32F427AIHx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F427IGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F427IGHx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F427IIHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F427IIHx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F427IGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F427IGTx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F427IITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F427IITx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F427VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F427VGTx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F427VITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F427VITx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F427ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F427ZGTx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F427ZITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F427ZITx;STM32F427xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F437AIHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA169,STM32;STM32F4;STM32F437AIHx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F437IGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F437IGHx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F437IIHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F437IIHx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F437IGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F437IGTx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F437IITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F437IITx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F437VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F437VGTx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F437VITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F437VITx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F437ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F437ZGTx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F437ZITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F437ZITx;STM32F437xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F429AGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA169,STM32;STM32F4;STM32F429AGHx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F429AIHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA169,STM32;STM32F4;STM32F429AIHx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F429BETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP208,STM32;STM32F4;STM32F429BETx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x80000,0x08080000
STM32F429BGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP208,STM32;STM32F4;STM32F429BGTx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F429BITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP208,STM32;STM32F4;STM32F429BITx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F429IETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F429IETx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x80000,0x08080000
STM32F429IGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F429IGTx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F429IEHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F429IEHx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x80000,0x08080000
STM32F429IGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F429IGHx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F429IIHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F429IIHx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F429IITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F429IITx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F429NEHx,stm32f4,cortex-m4,fpv4-sp-d16,TFBGA216,STM32;STM32F4;STM32F429NEHx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x80000,0x08080000
STM32F429NGHx,stm32f4,cortex-m4,fpv4-sp-d16,TFBGA216,STM32;STM32F4;STM32F429NGHx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F429NIHx,stm32f4,cortex-m4,fpv4-sp-d16,TFBGA216,STM32;STM32F4;STM32F429NIHx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F429VETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F429VETx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x80000,0x08080000
STM32F429VGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F429VGTx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F429VITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP100,STM32;STM32F4;STM32F429VITx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F429ZETx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F429ZETx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x80000,0x08080000
STM32F429ZGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F429ZGTx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F429ZGYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP143,STM32;STM32F4;STM32F429ZGYx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F429ZITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP144,STM32;STM32F4;STM32F429ZITx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F429ZIYx,stm32f4,cortex-m4,fpv4-sp-d16,WLCSP143,STM32;STM32F4;STM32F429ZIYx;STM32F429xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F439AIHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA169,STM32;STM32F4;STM32F439AIHx;STM32F439xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F439BGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP208,STM32;STM32F4;STM32F439BGTx;STM32F439xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F439BITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP208,STM32;STM32F4;STM32F439BITx;STM32F439xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F439IGHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F439IGHx;STM32F439xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F439IIHx,stm32f4,cortex-m4,fpv4-sp-d16,UFBGA176,STM32;STM32F4;STM32F439IIHx;STM32F439xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F439IGTx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F439IGTx;STM32F439xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
STM32F439IITx,stm32f4,cortex-m4,fpv4-sp-d16,LQFP176,STM32;STM32F4;STM32F439IITx;STM32F439xx,0x20000000,0x30000,0x20030000,0x08000000,0x200000,0x08200000
STM32F439NGHx,stm32f4,cortex-m4,fpv4-sp-d16,TFBGA216,STM32;STM32F4;STM32F439NGHx;STM32F439xx,0x20000000,0x30000,0x20030000,0x08000000,0x100000,0x08100000
